,Unnamed: 0,completion_year,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate,maintanance_fee,completion_rate,competition_rate_x,competition_rate_y
6361,6361,,1500,house,Kuala Lumpur,Solaris Dutamas,Condominium,3,,2.0,1500.0,1.0,14.0,0.0,new,2.0,2.0
6362,6362,2021.0,1850,house,Kuala Lumpur,Sentul,Service Residence,3,,2.0,850.0,1.0,6.0,1912.5,new,140.0,140.0
6363,6363,2019.0,1700,house,Kuala Lumpur,Old Klang Road,Service Residence,2,1.0,2.0,852.0,1.0,10.0,1917.0,new,27.0,27.0
6364,6364,2021.0,900,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,820.0,1.0,11.0,1845.0,new,213.0,213.0
6365,6365,2021.0,900,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,820.0,1.0,11.0,1845.0,new,213.0,213.0
6366,6366,,1950,house,Kuala Lumpur,Wangsa Maju,Condominium,3,2.0,2.0,850.0,2.0,2.0,0.0,new,7.0,7.0
6367,6367,,780000,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,2.0,971.0,2.0,4.0,0.0,new,,
6368,6368,2021.0,2000,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,840.0,1.0,5.0,1890.0,new,33.0,33.0
6369,6369,2020.0,2300,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,2.0,1226.0,1.0,10.0,2758.5,new,22.0,22.0
6370,6370,,2000,house,Kuala Lumpur,Setapak,Apartment,3,,2.0,885.0,2.0,6.0,0.0,new,34.0,34.0
6371,6371,2021.0,1400,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,650.0,1.0,8.0,1462.5,new,213.0,213.0
6372,6372,2019.0,4300,house,Kuala Lumpur,Wangsa Maju,Condominium,4,3.0,5.0,2336.0,1.0,13.0,5256.0,new,4.0,4.0
6373,6373,2023.0,3000,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1030.0,2.0,11.0,2317.5,new,115.0,115.0
6374,6374,,3500,house,Kuala Lumpur,Mont Kiara,Condominium,3,2.0,2.0,940.0,2.0,9.0,0.0,new,1.0,1.0
6375,6375,2007.0,1100,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,962.0,0.0,11.0,4319.38,moderate,34.0,34.0
6376,6376,2020.0,1800,house,Kuala Lumpur,Kepong,Apartment,3,2.0,3.0,1072.0,2.0,11.0,2412.0,new,17.0,17.0
6377,6377,,1100,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,850.0,1.0,11.0,0.0,new,21.0,21.0
6378,6378,,2500,house,Kuala Lumpur,Bangsar South,Condominium,3,2.0,3.0,1390.0,1.0,7.0,0.0,new,,
6379,6379,,900,house,Kuala Lumpur,Wangsa Maju,Flat,2,1.0,1.0,540.0,0.0,4.0,0.0,new,1.0,1.0
6380,6380,,800,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,970.0,0.0,6.0,0.0,new,7.0,7.0
6381,6381,,1500,house,Kuala Lumpur,Cheras,Apartment,3,1.0,2.0,950.0,1.0,1.0,0.0,new,3.0,3.0
6382,6382,,1500,house,Kuala Lumpur,Cheras,Apartment,3,1.0,2.0,1185.0,1.0,5.0,0.0,new,2.0,2.0
6383,6383,2021.0,1600,house,Kuala Lumpur,Sungai Besi,Service Residence,3,1.0,2.0,800.0,2.0,6.0,1800.0,new,1.0,1.0
6384,6384,,900,house,Kuala Lumpur,Cheras,Apartment,2,,1.0,655.0,0.0,,0.0,new,19.0,19.0
6385,6385,,1500,room,Kuala Lumpur,Setapak,Condominium,1,,1.0,618.0,2.0,7.0,0.0,new,,
6386,6386,,1600,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,667.0,2.0,10.0,0.0,new,,
6387,6387,,1300,room,Kuala Lumpur,Setapak,Condominium,1,,1.0,620.0,1.0,10.0,0.0,new,,
6388,6388,,1400,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,600.0,1.0,12.0,0.0,new,,
6389,6389,2019.0,2700,house,Kuala Lumpur,Gombak,Service Residence,3,2.0,2.0,924.0,2.0,6.0,2079.0,new,49.0,49.0
6390,6390,,980,house,Kuala Lumpur,Setapak,Apartment,3,1.0,1.0,653.0,1.0,3.0,0.0,new,24.0,24.0
6391,6391,2017.0,2299,house,Kuala Lumpur,Setapak,Condominium,3,2.0,3.0,1400.0,1.0,5.0,3150.0,new,18.0,18.0
6392,6392,,1400,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,618.0,1.0,8.0,0.0,new,,
6393,6393,,1900,house,Kuala Lumpur,Setapak,Condominium,3,,3.0,1300.0,1.0,7.0,0.0,new,,
6394,6394,,2300,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1100.0,2.0,10.0,0.0,new,,
6395,6395,,1400,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,520.0,1.0,10.0,0.0,new,,
6396,6396,,2500,house,Kuala Lumpur,Setapak,Condominium,3,1.0,3.0,1300.0,2.0,10.0,0.0,new,,
6397,6397,,1800,house,Kuala Lumpur,Setapak,Condominium,3,,3.0,1300.0,1.0,7.0,0.0,new,,
6398,6398,,1200,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,842.0,1.0,10.0,0.0,new,16.0,16.0
6399,6399,,1300,house,Kuala Lumpur,OUG,Service Residence,3,,2.0,950.0,1.0,7.0,0.0,new,51.0,51.0
6400,6400,,1600,room,Kuala Lumpur,Setapak,Condominium,1,,1.0,668.0,2.0,7.0,0.0,new,,
6401,6401,,1500,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,618.0,2.0,10.0,0.0,new,,
6402,6402,,1600,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,668.0,2.0,10.0,0.0,new,,
6403,6403,2017.0,2700,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,908.0,2.0,9.0,2043.0,new,26.0,26.0
6404,6404,2017.0,1999,house,Kuala Lumpur,Setapak,Condominium,4,2.0,3.0,1477.0,1.0,5.0,3323.25,new,18.0,18.0
6405,6405,2018.0,1250,house,Kuala Lumpur,Sungai Besi,Apartment,3,1.0,2.0,1050.0,1.0,11.0,2362.5,new,4.0,4.0
6406,6406,,3400,house,Kuala Lumpur,Ampang,Apartment,4,1.0,3.0,2080.0,1.0,4.0,0.0,new,2.0,2.0
6407,6407,,2500,house,Kuala Lumpur,Jalan Ipoh,Service Residence,3,1.0,2.0,1066.0,2.0,6.0,0.0,new,1.0,1.0
6408,6408,,1100,house,Kuala Lumpur,Ampang,Apartment,3,1.0,2.0,782.0,0.0,3.0,0.0,new,12.0,12.0
6409,6409,2021.0,2800,house,Kuala Lumpur,Cheras,Service Residence,3,2.0,2.0,865.0,2.0,8.0,1946.25,new,21.0,21.0
6410,6410,,4000,house,Kuala Lumpur,Bukit Bintang,Condominium,2,1.0,2.0,775.0,2.0,10.0,0.0,new,5.0,5.0
6411,6411,2019.0,1800,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,1100.0,2.0,14.0,2475.0,new,32.0,32.0
6412,6412,,1400,house,Kuala Lumpur,Desa Pandan,Apartment,3,,2.0,900.0,0.0,7.0,0.0,new,43.0,43.0
6413,6413,,1300,room,Kuala Lumpur,Jalan Kuching,Service Residence,1,1.0,1.0,600.0,1.0,6.0,0.0,new,6.0,6.0
6414,6414,,1600,house,Kuala Lumpur,Segambut,Apartment,3,1.0,2.0,1200.0,2.0,8.0,0.0,new,8.0,8.0
6415,6415,,1099,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,830.0,1.0,8.0,0.0,new,21.0,21.0
6416,6416,2006.0,1400,room,Kuala Lumpur,Damansara Heights,Service Residence,1,1.0,1.0,500.0,2.0,7.0,2245.0,moderate,13.0,13.0
6417,6417,2021.0,1600,house,Kuala Lumpur,Kuchai Lama,Condominium,3,1.0,2.0,1200.0,1.0,4.0,2700.0,new,64.0,64.0
6418,6418,,2000,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1100.0,2.0,6.0,0.0,new,9.0,9.0
6419,6419,,900,house,Kuala Lumpur,Jalan Ipoh,Apartment,3,1.0,2.0,850.0,0.0,2.0,0.0,new,8.0,8.0
6420,6420,2007.0,1300,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,962.0,1.0,7.0,4319.38,moderate,34.0,34.0
6421,6421,,1800,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1025.0,2.0,9.0,0.0,new,19.0,19.0
6422,6422,1994.0,3500,house,Kuala Lumpur,Mont Kiara,Condominium,3,1.0,2.0,1280.0,2.0,10.0,11507.2,old,6.0,6.0
6423,6423,,1000,house,Kuala Lumpur,Kuchai Lama,Apartment,3,,2.0,968.0,1.0,1.0,0.0,new,10.0,10.0
6424,6424,,1500,house,Kuala Lumpur,Bukit Jalil,Condominium,2,1.0,2.0,980.0,1.0,6.0,0.0,new,15.0,15.0
6425,6425,,1300,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,850.0,1.0,5.0,0.0,new,10.0,10.0
6426,6426,2021.0,1200,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,650.0,1.0,8.0,1462.5,new,213.0,213.0
6427,6427,2021.0,2400,house,Kuala Lumpur,Segambut,Service Residence,2,1.0,2.0,872.0,2.0,9.0,1962.0,new,29.0,29.0
6428,6428,,900,room,Kuala Lumpur,Taman Desa,Condominium,1,,1.0,550.0,2.0,8.0,0.0,new,6.0,6.0
6429,6429,2021.0,2500,house,Kuala Lumpur,KL City,Service Residence,3,1.0,2.0,850.0,2.0,12.0,1912.5,new,4.0,4.0
6430,6430,,800,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,650.0,0.0,1.0,0.0,new,12.0,12.0
6431,6431,,2400,house,Kuala Lumpur,Sungai Besi,Service Residence,2,2.0,2.0,888.0,2.0,8.0,0.0,new,9.0,9.0
6432,6432,2015.0,2000,house,Kuala Lumpur,Ampang,Condominium,2,,2.0,850.0,2.0,10.0,1912.5,new,2.0,2.0
6433,6433,,1500,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,950.0,1.0,14.0,0.0,new,54.0,54.0
6434,6434,2020.0,1050,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800.0,0.0,1.0,1800.0,new,57.0,57.0
6435,6435,2019.0,2000,house,Kuala Lumpur,Sungai Besi,Condominium,3,2.0,2.0,1216.0,1.0,5.0,2736.0,new,20.0,20.0
6436,6436,,1200,house,Kuala Lumpur,KL City,Apartment,3,1.0,2.0,850.0,1.0,4.0,0.0,new,6.0,6.0
6437,6437,2015.0,1550,house,Kuala Lumpur,Cheras,Condominium,4,1.0,2.0,1142.0,1.0,5.0,2569.5,new,33.0,33.0
6438,6438,,1450,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1050.0,1.0,5.0,0.0,new,19.0,19.0
6439,6439,,1500,house,Kuala Lumpur,Taman Desa,Apartment,3,1.0,2.0,850.0,1.0,4.0,0.0,new,2.0,2.0
6440,6440,,3700,house,Kuala Lumpur,Keramat,Service Residence,2,1.0,2.0,775.0,2.0,,0.0,new,25.0,25.0
6441,6441,2021.0,1250,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,650.0,0.0,8.0,1462.5,new,213.0,213.0
6442,6442,,1280,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,867.0,1.0,8.0,0.0,new,13.0,13.0
6443,6443,,950,house,Kuala Lumpur,Desa Petaling,Flat,3,,2.0,800.0,0.0,,0.0,new,2.0,2.0
6444,6444,,800,house,Kuala Lumpur,Sungai Besi,Apartment,2,,1.0,688.0,1.0,1.0,0.0,new,5.0,5.0
6445,6445,2014.0,1300,house,Kuala Lumpur,Kuchai Lama,Condominium,2,2.0,2.0,936.0,2.0,8.0,4202.64,moderate,10.0,10.0
6446,6446,,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,988.0,1.0,5.0,0.0,new,11.0,11.0
6447,6447,,1200,house,Kuala Lumpur,Cheras,Condominium,3,,2.0,1000.0,2.0,,0.0,new,54.0,54.0
6448,6448,2016.0,1680,room,Kuala Lumpur,KL City,Service Residence,1,,1.0,530.0,2.0,11.0,1192.5,new,44.0,44.0
6449,6449,2019.0,3000,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,1100.0,2.0,9.0,2475.0,new,15.0,15.0
6450,6450,,1000,house,Kuala Lumpur,KLCC,Flat,3,,2.0,800.0,1.0,1.0,0.0,new,3.0,3.0
6451,6451,2020.0,1100,house,Kuala Lumpur,Pantai,Apartment,3,,2.0,850.0,1.0,6.0,1912.5,new,56.0,56.0
6452,6452,,1300,house,Kuala Lumpur,Setapak,Condominium,2,1.0,2.0,900.0,1.0,,0.0,new,5.0,5.0
6453,6453,2023.0,1800,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850.0,1.0,9.0,1912.5,new,115.0,115.0
6454,6454,2023.0,1900,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,900.0,1.0,9.0,2025.0,new,115.0,115.0
6455,6455,,1300,house,Kuala Lumpur,Setapak,Condominium,2,1.0,2.0,900.0,1.0,,0.0,new,5.0,5.0
6456,6456,,1000,house,Kuala Lumpur,Jinjang,Flat,3,,2.0,1000.0,0.0,1.0,0.0,new,1.0,1.0
6457,6457,,1500,house,Kuala Lumpur,Keramat,Condominium,2,1.0,1.0,800.0,1.0,7.0,0.0,new,22.0,22.0
6458,6458,2021.0,2500,house,Kuala Lumpur,Sentul,Condominium,3,2.0,2.0,850.0,2.0,10.0,1912.5,new,17.0,17.0
6459,6459,2008.0,4500,house,Kuala Lumpur,Ampang,Condominium,2,,2.0,1400.0,2.0,10.0,6286.0,moderate,14.0,14.0
6460,6460,,3200,house,Kuala Lumpur,Bukit Bintang,Condominium,3,,2.0,1300.0,2.0,9.0,0.0,new,9.0,9.0
6461,6461,1997.0,2100,house,Kuala Lumpur,Taman Desa,Service Residence,3,1.0,2.0,935.0,2.0,2.0,8405.65,old,21.0,21.0
6462,6462,2018.0,2500,house,Kuala Lumpur,Ampang,Service Residence,4,,2.0,890.0,2.0,4.0,2002.5,new,48.0,48.0
6463,6463,2013.0,2200,house,Kuala Lumpur,Titiwangsa,Apartment,2,1.0,1.0,737.0,2.0,7.0,3309.13,moderate,9.0,9.0
6464,6464,2007.0,2000,house,Kuala Lumpur,Bukit Bintang,Service Residence,2,,2.0,900.0,2.0,7.0,4041.0,moderate,22.0,22.0
6465,6465,,2200,room,Kuala Lumpur,KL City,Condominium,1,,1.0,720.0,2.0,7.0,0.0,new,7.0,7.0
6466,6466,,1700,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,750.0,2.0,3.0,0.0,new,10.0,10.0
6467,6467,2000.0,1700,house,Kuala Lumpur,Sri Petaling,Condominium,3,,2.0,1400.0,2.0,11.0,12586.0,old,12.0,12.0
6468,6468,,2500,house,Kuala Lumpur,KL City,Condominium,2,1.0,2.0,920.0,2.0,5.0,0.0,new,5.0,5.0
6469,6469,2008.0,1650,house,Kuala Lumpur,Setapak,Condominium,4,,2.0,1275.0,1.0,12.0,5724.75,moderate,5.0,5.0
6470,6470,2021.0,1300,house,Kuala Lumpur,Keramat,Apartment,3,1.0,2.0,850.0,0.0,2.0,1912.5,new,20.0,20.0
6471,6471,,1900,house,Kuala Lumpur,Titiwangsa,Condominium,3,,2.0,1027.0,2.0,10.0,0.0,new,3.0,3.0
6472,6472,,800,house,Kuala Lumpur,Sungai Besi,Apartment,2,,2.0,1350.0,0.0,,0.0,new,2.0,2.0
6473,6473,2015.0,3600,house,Kuala Lumpur,Segambut,Condominium,2,1.0,2.0,900.0,2.0,8.0,2025.0,new,14.0,14.0
6474,6474,2020.0,2100,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,2.0,1000.0,1.0,8.0,2250.0,new,17.0,17.0
6475,6475,2015.0,1300,house,Kuala Lumpur,Sungai Besi,Service Residence,2,2.0,2.0,875.0,1.0,9.0,1968.75,new,4.0,4.0
6476,6476,2021.0,1700,house,Kuala Lumpur,Kuchai Lama,Condominium,3,,2.0,1200.0,1.0,5.0,2700.0,new,64.0,64.0
6477,6477,2013.0,1900,house,Kuala Lumpur,Titiwangsa,Apartment,2,,1.0,500.0,2.0,7.0,2245.0,moderate,9.0,9.0
6478,6478,2014.0,1499,house,Kuala Lumpur,Sentul,Condominium,3,,2.0,1100.0,1.0,8.0,4939.0,moderate,25.0,25.0
6479,6479,,900,house,Kuala Lumpur,Cheras,Flat,3,,2.0,650.0,0.0,5.0,0.0,new,13.0,13.0
6480,6480,2021.0,1350,house,Kuala Lumpur,Kuchai Lama,Condominium,3,,2.0,1200.0,1.0,5.0,2700.0,new,64.0,64.0
6481,6481,2020.0,1550,house,Kuala Lumpur,Pantai,Apartment,3,1.0,2.0,800.0,1.0,6.0,1800.0,new,56.0,56.0
6482,6482,,1350,house,Kuala Lumpur,Keramat,Apartment,3,,2.0,850.0,1.0,6.0,0.0,new,1.0,1.0
6483,6483,2005.0,5500,house,Kuala Lumpur,City Centre,Condominium,3,,2.0,1800.0,2.0,11.0,8082.0,moderate,4.0,4.0
6484,6484,,1200,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,1200.0,1.0,12.0,0.0,new,6.0,6.0
6485,6485,,800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650.0,0.0,2.0,0.0,new,3.0,3.0
6486,6486,,1300,house,Kuala Lumpur,Desa Pandan,Condominium,3,1.0,2.0,900.0,1.0,10.0,0.0,new,9.0,9.0
6487,6487,2017.0,2000,house,Kuala Lumpur,Segambut,Condominium,3,2.0,3.0,1391.0,1.0,10.0,3129.75,new,16.0,16.0
6488,6488,2007.0,2400,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,2.0,1260.0,2.0,3.0,5657.400000000001,moderate,13.0,13.0
6489,6489,,2100,house,Kuala Lumpur,Desa Pandan,Service Residence,2,1.0,2.0,856.0,2.0,8.0,0.0,new,,
6490,6490,2018.0,2200,room,Kuala Lumpur,KL City,Service Residence,1,1.0,1.0,751.0,1.0,14.0,1689.75,new,10.0,10.0
6491,6491,2000.0,1300,house,Kuala Lumpur,Bukit Jalil,Condominium,2,,2.0,750.0,2.0,4.0,6742.5,old,9.0,9.0
6492,6492,,1200,house,Kuala Lumpur,Setapak,Condominium,3,,2.0,845.0,1.0,10.0,0.0,new,16.0,16.0
6493,6493,2015.0,2500,house,Kuala Lumpur,Segambut,Condominium,3,2.0,2.0,1019.0,2.0,,2292.75,new,14.0,14.0
6494,6494,,1100,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1150.0,0.0,8.0,0.0,new,4.0,4.0
6495,6495,,1350,house,Kuala Lumpur,Cheras,Apartment,3,1.0,2.0,780.0,2.0,3.0,0.0,new,9.0,9.0
6496,6496,2016.0,1200,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,900.0,1.0,12.0,2025.0,new,5.0,5.0
6497,6497,,900,house,Kuala Lumpur,Setapak,Flat,3,,2.0,800.0,0.0,3.0,0.0,new,3.0,3.0
6498,6498,2019.0,180,room,Kuala Lumpur,Desa Petaling,Condominium,1,,1.0,100.0,0.0,1.0,225.0,new,15.0,15.0
6499,6499,2009.0,1799,house,Kuala Lumpur,Solaris Dutamas,Condominium,3,1.0,2.0,1010.0,2.0,10.0,4534.900000000001,moderate,20.0,20.0
6500,6500,,1399,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,930.0,1.0,,0.0,new,4.0,4.0
6501,6501,2001.0,1200,house,Kuala Lumpur,Ampang,Apartment,3,,2.0,900.0,1.0,5.0,8091.0,old,17.0,17.0
6502,6502,1993.0,1800,house,Kuala Lumpur,Taman Desa,Condominium,2,1.0,2.0,1250.0,2.0,9.0,11237.5,old,9.0,9.0
6503,6503,2021.0,1899,room,Kuala Lumpur,Sri Damansara,Service Residence,1,1.0,1.0,500.0,2.0,11.0,1125.0,new,37.0,37.0
6504,6504,,850,house,Kuala Lumpur,Setapak,Flat,2,,1.0,700.0,1.0,,0.0,new,10.0,10.0
6505,6505,,1300,house,Kuala Lumpur,Taman Desa,Condominium,3,2.0,2.0,850.0,1.0,7.0,0.0,new,34.0,34.0
6506,6506,2004.0,1599,house,Kuala Lumpur,Jalan Kuching,Condominium,3,1.0,2.0,1100.0,2.0,9.0,9889.0,old,42.0,42.0
6507,6507,,1899,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,1110.0,2.0,6.0,0.0,new,15.0,15.0
6508,6508,2020.0,1700,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,600.0,1.0,7.0,1350.0,new,7.0,7.0
6509,6509,,1099,house,Kuala Lumpur,Taman Desa,Apartment,3,1.0,2.0,840.0,1.0,8.0,0.0,new,2.0,2.0
6510,6510,2020.0,2600,house,Kuala Lumpur,Ampang,Service Residence,2,2.0,2.0,850.0,2.0,7.0,1912.5,new,7.0,7.0
6511,6511,2011.0,2500,house,Kuala Lumpur,Sri Petaling,Condominium,3,1.0,2.0,1279.0,2.0,14.0,5742.71,moderate,9.0,9.0
6512,6512,2019.0,1800,house,Kuala Lumpur,Segambut,Service Residence,2,1.0,2.0,800.0,1.0,6.0,1800.0,new,18.0,18.0
6513,6513,,1500,house,Kuala Lumpur,Keramat,Condominium,2,,1.0,800.0,1.0,6.0,0.0,new,22.0,22.0
6514,6514,,1250,house,Kuala Lumpur,Kepong,Condominium,More than 10,2.0,3.0,1147.0,2.0,7.0,0.0,new,2.0,2.0
6515,6515,,4500,house,Kuala Lumpur,Solaris Dutamas,Condominium,2,,2.0,1080.0,1.0,,0.0,new,1.0,1.0
6516,6516,,1399,house,Kuala Lumpur,Keramat,Condominium,2,1.0,1.0,810.0,2.0,6.0,0.0,new,22.0,22.0
6517,6517,2021.0,1599,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,860.0,2.0,5.0,1935.0,new,58.0,58.0
6518,6518,,2300,house,Kuala Lumpur,Bangsar South,Service Residence,2,1.0,1.0,648.0,2.0,,0.0,new,1.0,1.0
6519,6519,2016.0,2400,house,Kuala Lumpur,Puchong,Service Residence,3,2.0,2.0,1096.0,2.0,6.0,2466.0,new,12.0,12.0
6520,6520,2007.0,1600,house,Kuala Lumpur,Segambut,Condominium,3,1.0,2.0,1100.0,1.0,9.0,4939.0,moderate,13.0,13.0
6521,6521,2020.0,750,house,Kuala Lumpur,Wangsa Maju,Condominium,4,,2.0,1000.0,2.0,6.0,2250.0,new,17.0,17.0
6522,6522,2021.0,900,house,Kuala Lumpur,Cheras,Service Residence,3,2.0,2.0,820.0,1.0,11.0,1845.0,new,213.0,213.0
6523,6523,2010.0,1700,house,Kuala Lumpur,Wangsa Maju,Condominium,3,,3.0,1267.0,1.0,11.0,5688.83,moderate,41.0,41.0
6524,6524,,1500,house,Kuala Lumpur,Sungai Besi,Service Residence,3,1.0,2.0,799.0,1.0,5.0,0.0,new,6.0,6.0
6525,6525,2010.0,2000,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,3.0,1267.0,2.0,11.0,5688.83,moderate,41.0,41.0
6526,6526,2022.0,1999,house,Kuala Lumpur,Sentul,Condominium,2,2.0,2.0,800.0,2.0,14.0,1800.0,new,8.0,8.0
6527,6527,,4800,house,Kuala Lumpur,Mont Kiara,Condominium,3,2.0,2.0,1200.0,2.0,,0.0,new,,
6528,6528,2007.0,1500,house,Kuala Lumpur,Jalan Kuching,Apartment,3,1.0,2.0,1320.0,1.0,9.0,5926.8,moderate,1.0,1.0
6529,6529,2017.0,2200,house,Kuala Lumpur,Sentul,Condominium,2,1.0,2.0,900.0,2.0,10.0,2025.0,new,43.0,43.0
6530,6530,1999.0,1300,house,Kuala Lumpur,Old Klang Road,Condominium,3,,2.0,1270.0,1.0,6.0,11417.300000000001,old,4.0,4.0
6531,6531,,3000,house,Kuala Lumpur,Mont Kiara,Condominium,3,2.0,2.0,940.0,2.0,11.0,0.0,new,1.0,1.0
6532,6532,2022.0,2500,house,Kuala Lumpur,Taman Desa,Condominium,3,2.0,2.0,921.0,2.0,8.0,2072.25,new,57.0,57.0
6533,6533,,4300,house,Kuala Lumpur,Taman Tun Dr Ismail,Condominium,4,2.0,4.0,1826.0,2.0,11.0,0.0,new,3.0,3.0
6534,6534,2003.0,1100,house,Kuala Lumpur,Setapak,Condominium,3,,2.0,911.0,1.0,,8189.89,old,13.0,13.0
6535,6535,,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,850.0,1.0,2.0,0.0,new,10.0,10.0
6536,6536,2022.0,1800,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850.0,1.0,11.0,1912.5,new,68.0,68.0
6537,6537,2020.0,1600,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,904.0,1.0,12.0,2034.0,new,56.0,56.0
6538,6538,,2000,house,Kuala Lumpur,Setapak,Condominium,4,2.0,2.0,1313.0,1.0,,0.0,new,8.0,8.0
6539,6539,,800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650.0,1.0,2.0,0.0,new,3.0,3.0
6540,6540,,2100,house,Kuala Lumpur,Desa Pandan,Condominium,3,,2.0,1485.0,2.0,9.0,0.0,new,,
6541,6541,,1600,house,Kuala Lumpur,Sungai Besi,Condominium,3,,2.0,1110.0,1.0,6.0,0.0,new,,
6542,6542,2020.0,1200,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,850.0,1.0,3.0,1912.5,new,57.0,57.0
6543,6543,2020.0,1600,house,Kuala Lumpur,Pantai,Apartment,3,,2.0,810.0,1.0,9.0,1822.5,new,56.0,56.0
6544,6544,2019.0,1800,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,950.0,1.0,5.0,2137.5,new,6.0,6.0
6545,6545,,1600,house,Kuala Lumpur,Desa ParkCity,Condominium,3,2.0,2.0,862.0,1.0,11.0,0.0,new,36.0,36.0
6546,6546,2009.0,1400,house,Kuala Lumpur,Sentul,Condominium,3,1.0,2.0,857.0,1.0,9.0,3847.9300000000003,moderate,19.0,19.0
6547,6547,2010.0,2200,house,Kuala Lumpur,Taman Melawati,Condominium,3,,2.0,1206.0,1.0,7.0,5414.9400000000005,moderate,33.0,33.0
6548,6548,,1200,house,Kuala Lumpur,Cheras,Apartment,2,1.0,2.0,800.0,1.0,3.0,0.0,new,1.0,1.0
6549,6549,,2000,house,Kuala Lumpur,Sentul,Condominium,4,2.0,3.0,1231.0,1.0,6.0,0.0,new,,
6550,6550,,1200,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,825.0,1.0,7.0,0.0,new,30.0,30.0
6551,6551,,1400,room,Kuala Lumpur,Old Klang Road,Service Residence,1,1.0,2.0,775.0,2.0,6.0,0.0,new,6.0,6.0
6552,6552,,1300,house,Kuala Lumpur,OUG,Service Residence,3,2.0,2.0,950.0,2.0,7.0,0.0,new,51.0,51.0
6553,6553,,750,house,Kuala Lumpur,Keramat,Flat,2,,1.0,550.0,0.0,,0.0,new,7.0,7.0
6554,6554,,1100,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,935.0,1.0,,0.0,new,25.0,25.0
6555,6555,,2000,house,Kuala Lumpur,Sentul,Apartment,3,,2.0,1000.0,2.0,9.0,0.0,new,36.0,36.0
6556,6556,2017.0,1500,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,900.0,1.0,9.0,2025.0,new,26.0,26.0
6557,6557,2018.0,1700,room,Kuala Lumpur,KL City,Service Residence,1,,1.0,320.0,2.0,6.0,720.0,new,16.0,16.0
